flight_id,departure_time,arrival_time,airline,origin_airport,destination_airport,weather_condition,airport_congestion,delay_time,temperature,wind_speed,hour,passengers
9401,2024-12-05 01:56:41,2024-12-05 03:56:41,SkyHigh Airways,CDG,SYD,Icy,High,115,37,26,1,252
9402,2025-03-18 15:31:41,2025-03-18 17:31:41,SkyHigh Airways,ORD,FRA,Foggy,Severe,99,37,21,15,206
9403,2024-11-14 22:19:41,2024-11-14 23:19:41,BlueHorizon Airlines,HND,LAX,Sunny,Medium,14,7,2,22,378
9404,2024-11-19 00:08:41,2024-11-19 02:08:41,CloudNine Aviation,ORD,LHR,Stormy,Medium,102,14,49,0,219
9405,2024-10-13 00:00:41,2024-10-13 02:00:41,CloudNine Aviation,LHR,GRU,Cloudy,Medium,86,23,4,0,178
9406,2024-11-21 12:09:41,2024-11-21 17:09:41,SkyHigh Airways,NRT,ORD,Snowy,High,36,8,36,12,270
9407,2024-11-19 19:18:41,2024-11-19 21:18:41,EagleFly Express,HKG,SFO,Stormy,High,42,-10,28,19,300
9408,2024-12-12 20:58:41,2024-12-12 21:58:41,BlueHorizon Airlines,HKG,SCL,Stormy,Low,83,-1,0,20,251
9409,2025-09-17 06:36:41,2025-09-17 08:36:41,SkyHigh Airways,DXB,CPT,Cloudy,Low,100,30,19,6,235
9410,2025-01-28 01:25:41,2025-01-28 03:25:41,Sunset Skies Air,ORD,CDG,Hazy,High,84,-9,36,1,275
9411,2025-06-30 01:37:41,2025-06-30 05:37:41,CloudNine Aviation,SFO,NRT,Hazy,Severe,20,38,19,1,330
9412,2025-01-14 09:01:41,2025-01-14 10:01:41,CloudNine Aviation,CPT,CPT,Hazy,Medium,83,33,6,9,176
9413,2025-09-09 21:43:41,2025-09-10 00:43:41,JetStream Airlines,SCL,ORD,Foggy,Medium,66,7,28,21,314
9414,2025-05-26 15:35:41,2025-05-26 18:35:41,Sunset Skies Air,DXB,GRU,Cold,Severe,109,32,14,15,234
9415,2024-09-28 04:52:41,2024-09-28 07:52:41,EagleFly Express,AMS,CDG,Rainy,Medium,103,14,28,4,197
9416,2024-11-30 02:17:41,2024-11-30 06:17:41,CloudNine Aviation,CPT,LAX,Foggy,Severe,28,13,35,2,339
9417,2025-02-25 07:35:41,2025-02-25 10:35:41,EagleFly Express,LHR,CDG,Hazy,Severe,70,-8,1,7,388
9418,2025-07-22 21:54:41,2025-07-22 23:54:41,BlueHorizon Airlines,ORD,ORD,Cold,High,72,-8,46,21,346
9419,2025-05-24 03:22:41,2025-05-24 05:22:41,JetStream Airlines,FRA,ORD,Windy,Severe,58,-3,14,3,240
9420,2024-10-30 14:22:41,2024-10-30 16:22:41,Sunset Skies Air,HND,LHR,Windy,Low,2,4,50,14,303
9421,2024-12-22 06:10:41,2024-12-22 10:10:41,CloudNine Aviation,ORD,LHR,Foggy,Medium,85,14,16,6,355
9422,2024-09-27 10:36:41,2024-09-27 11:36:41,Sunset Skies Air,LAX,LAX,Cloudy,Severe,114,1,48,10,308
9423,2025-06-12 17:21:41,2025-06-12 21:21:41,CloudNine Aviation,DXB,SCL,Cloudy,High,56,12,4,17,194
9424,2025-02-23 04:47:41,2025-02-23 05:47:41,JetStream Airlines,DXB,SYD,Hot,High,114,38,25,4,186
9425,2025-09-07 03:51:41,2025-09-07 07:51:41,CloudNine Aviation,GRU,LAX,Cloudy,Low,5,28,35,3,309
9426,2025-02-17 13:59:41,2025-02-17 15:59:41,SkyHigh Airways,SFO,SCL,Sunny,Low,86,34,20,13,258
9427,2025-09-17 18:15:41,2025-09-17 21:15:41,JetStream Airlines,SYD,CPT,Cold,Medium,39,25,19,18,369
9428,2025-03-24 23:36:41,2025-03-25 00:36:41,EagleFly Express,SCL,AMS,Hot,High,67,20,43,23,172
9429,2025-09-20 01:15:41,2025-09-20 04:15:41,JetStream Airlines,CDG,CPT,Snowy,Low,81,-4,6,1,186
9430,2024-11-14 09:51:41,2024-11-14 13:51:41,JetStream Airlines,HKG,AMS,Sunny,Low,36,-2,14,9,388
9431,2024-10-04 08:10:41,2024-10-04 10:10:41,BlueHorizon Airlines,HND,NRT,Stormy,Low,83,37,35,8,202
9432,2025-07-06 08:24:41,2025-07-06 10:24:41,JetStream Airlines,NRT,ORD,Sunny,Severe,53,11,44,8,318
9433,2025-08-11 21:19:41,2025-08-12 02:19:41,EagleFly Express,SCL,GRU,Hazy,High,17,-9,34,21,363
9434,2024-09-23 12:16:41,2024-09-23 16:16:41,Sunset Skies Air,ORD,LAX,Hot,Low,39,12,49,12,208
9435,2025-08-27 08:32:41,2025-08-27 12:32:41,SkyHigh Airways,DXB,JFK,Hazy,Low,2,17,28,8,209
9436,2025-04-29 16:58:41,2025-04-29 17:58:41,Sunset Skies Air,FRA,SCL,Foggy,Severe,103,29,11,16,191
9437,2025-02-19 15:15:41,2025-02-19 20:15:41,Sunset Skies Air,LAX,AMS,Stormy,Severe,95,-3,8,15,286
9438,2024-12-17 20:59:41,2024-12-17 21:59:41,SkyHigh Airways,LAX,HKG,Icy,Low,32,3,13,20,325
9439,2024-09-23 19:12:41,2024-09-24 00:12:41,EagleFly Express,AMS,CDG,Hot,Low,111,33,29,19,380
9440,2025-08-03 13:31:41,2025-08-03 18:31:41,BlueHorizon Airlines,ORD,GRU,Sunny,Low,79,26,13,13,225
9441,2025-02-16 23:16:41,2025-02-17 04:16:41,EagleFly Express,ORD,ORD,Cold,High,60,34,35,23,180
9442,2025-01-17 12:38:41,2025-01-17 16:38:41,CloudNine Aviation,AMS,FRA,Sunny,Low,74,14,48,12,278
9443,2025-04-07 22:42:41,2025-04-08 01:42:41,JetStream Airlines,FRA,ORD,Icy,Medium,60,2,10,22,300
9444,2025-02-21 17:01:41,2025-02-21 20:01:41,CloudNine Aviation,NRT,GRU,Sunny,Medium,61,36,22,17,196
9445,2025-03-07 03:00:41,2025-03-07 05:00:41,Sunset Skies Air,NRT,ORD,Hazy,Medium,66,20,21,3,180
9446,2025-03-03 09:21:41,2025-03-03 10:21:41,BlueHorizon Airlines,JFK,NRT,Snowy,High,78,-3,44,9,371
9447,2025-07-03 05:23:41,2025-07-03 06:23:41,Sunset Skies Air,LHR,FRA,Stormy,Medium,78,7,15,5,197
9448,2025-09-13 21:10:41,2025-09-13 23:10:41,Sunset Skies Air,NRT,GRU,Windy,High,109,20,32,21,310
9449,2025-06-14 07:35:41,2025-06-14 11:35:41,JetStream Airlines,CPT,HKG,Rainy,Severe,66,11,28,7,229
9450,2024-11-09 02:34:41,2024-11-09 06:34:41,EagleFly Express,SCL,CDG,Snowy,Severe,11,7,32,2,279
9451,2024-10-14 17:57:41,2024-10-14 20:57:41,EagleFly Express,HND,GRU,Hot,Medium,62,40,20,17,184
9452,2024-12-01 14:13:41,2024-12-01 16:13:41,SkyHigh Airways,CPT,DXB,Icy,Low,89,-9,31,14,383
9453,2024-12-31 01:24:41,2024-12-31 04:24:41,EagleFly Express,CPT,FRA,Windy,Medium,106,15,49,1,288
9454,2024-10-06 06:40:41,2024-10-06 07:40:41,BlueHorizon Airlines,CDG,ORD,Foggy,High,6,15,46,6,365
9455,2025-06-25 14:58:41,2025-06-25 15:58:41,SkyHigh Airways,ORD,SFO,Windy,Severe,89,40,49,14,358
9456,2025-09-08 22:27:41,2025-09-09 02:27:41,Sunset Skies Air,JFK,NRT,Stormy,High,117,13,27,22,319
9457,2024-12-31 21:20:41,2025-01-01 00:20:41,Sunset Skies Air,CPT,SCL,Cloudy,Medium,53,4,40,21,235
9458,2025-05-07 06:46:41,2025-05-07 11:46:41,SkyHigh Airways,FRA,HKG,Foggy,Severe,69,15,44,6,216
9459,2025-01-02 07:56:41,2025-01-02 11:56:41,SkyHigh Airways,HND,SYD,Cold,Low,59,-9,50,7,260
9460,2025-07-23 17:50:41,2025-07-23 18:50:41,Sunset Skies Air,GRU,NRT,Snowy,High,64,40,47,17,170
9461,2024-12-25 03:47:41,2024-12-25 04:47:41,CloudNine Aviation,SFO,SCL,Cloudy,High,36,19,39,3,299
9462,2025-02-25 15:54:41,2025-02-25 18:54:41,EagleFly Express,AMS,CDG,Rainy,High,102,18,9,15,380
9463,2025-05-09 17:04:41,2025-05-09 18:04:41,SkyHigh Airways,HND,AMS,Snowy,Medium,116,0,39,17,339
9464,2025-05-06 13:06:41,2025-05-06 15:06:41,CloudNine Aviation,ORD,CDG,Windy,Low,11,35,5,13,185
9465,2025-08-29 02:55:41,2025-08-29 04:55:41,Sunset Skies Air,JFK,SFO,Cold,Severe,66,38,25,2,276
9466,2025-03-12 17:53:41,2025-03-12 20:53:41,EagleFly Express,LAX,FRA,Hot,High,73,-5,11,17,212
9467,2025-02-18 22:21:41,2025-02-19 00:21:41,Sunset Skies Air,HND,HKG,Hot,Low,108,-2,12,22,362
9468,2024-10-25 04:30:41,2024-10-25 06:30:41,BlueHorizon Airlines,DXB,LHR,Sunny,High,119,35,34,4,188
9469,2024-10-22 21:15:41,2024-10-22 22:15:41,BlueHorizon Airlines,LHR,ORD,Windy,High,108,26,48,21,247
9470,2024-12-19 02:30:41,2024-12-19 07:30:41,BlueHorizon Airlines,SCL,LHR,Foggy,Medium,29,37,18,2,244
9471,2025-08-12 18:18:41,2025-08-12 21:18:41,Sunset Skies Air,GRU,ORD,Windy,High,98,28,13,18,289
9472,2025-04-25 03:51:41,2025-04-25 07:51:41,JetStream Airlines,AMS,GRU,Snowy,Medium,8,33,12,3,206
9473,2025-08-13 20:59:41,2025-08-14 00:59:41,SkyHigh Airways,SCL,CDG,Snowy,Low,0,2,13,20,304
9474,2025-03-20 23:43:41,2025-03-21 01:43:41,SkyHigh Airways,LHR,CDG,Snowy,Low,49,-5,7,23,194
9475,2024-11-27 23:40:41,2024-11-28 04:40:41,SkyHigh Airways,SCL,LHR,Icy,Severe,8,14,9,23,195
9476,2024-10-31 08:37:41,2024-10-31 11:37:41,Sunset Skies Air,DXB,ORD,Hazy,Severe,103,16,11,8,210
9477,2025-07-06 18:07:41,2025-07-06 19:07:41,CloudNine Aviation,SCL,SFO,Snowy,High,117,19,33,18,251
9478,2024-12-12 16:28:41,2024-12-12 20:28:41,BlueHorizon Airlines,CDG,LHR,Hot,High,93,35,4,16,269
9479,2024-12-25 15:39:41,2024-12-25 19:39:41,Sunset Skies Air,LHR,HKG,Foggy,High,43,11,21,15,320
9480,2025-08-21 21:09:41,2025-08-22 00:09:41,JetStream Airlines,NRT,HND,Hazy,Low,75,13,41,21,292
9481,2025-07-28 08:45:41,2025-07-28 10:45:41,JetStream Airlines,HND,JFK,Foggy,Low,51,15,21,8,232
9482,2024-12-26 06:06:41,2024-12-26 08:06:41,SkyHigh Airways,CPT,SCL,Icy,Low,76,39,25,6,186
9483,2025-08-16 23:01:41,2025-08-17 04:01:41,BlueHorizon Airlines,LAX,JFK,Rainy,Low,116,-6,1,23,371
9484,2025-02-04 15:48:41,2025-02-04 17:48:41,JetStream Airlines,FRA,CPT,Cloudy,Medium,92,-8,14,15,196
9485,2025-08-07 02:09:41,2025-08-07 07:09:41,Sunset Skies Air,LAX,SFO,Windy,High,119,15,44,2,340
9486,2025-02-28 02:07:41,2025-02-28 07:07:41,JetStream Airlines,FRA,HKG,Sunny,Medium,42,16,34,2,369
9487,2025-02-02 12:06:41,2025-02-02 17:06:41,EagleFly Express,ORD,HKG,Foggy,Low,64,20,2,12,245
9488,2024-11-13 06:41:41,2024-11-13 07:41:41,SkyHigh Airways,LHR,SFO,Icy,Severe,67,23,24,6,314
9489,2025-08-28 18:22:41,2025-08-28 19:22:41,EagleFly Express,HND,GRU,Snowy,Low,5,32,30,18,204
9490,2025-01-18 11:19:41,2025-01-18 13:19:41,EagleFly Express,LAX,HKG,Windy,High,70,14,33,11,252
9491,2025-01-22 05:56:41,2025-01-22 08:56:41,CloudNine Aviation,SFO,NRT,Windy,High,37,36,4,5,197
9492,2024-09-28 07:48:41,2024-09-28 12:48:41,SkyHigh Airways,SFO,SCL,Hazy,High,101,14,47,7,292
9493,2025-07-05 16:43:41,2025-07-05 18:43:41,BlueHorizon Airlines,SYD,SYD,Sunny,High,120,35,22,16,376
9494,2025-05-19 17:59:41,2025-05-19 18:59:41,JetStream Airlines,SFO,LAX,Snowy,High,23,26,20,17,215
9495,2025-01-25 05:00:41,2025-01-25 08:00:41,EagleFly Express,DXB,HKG,Hot,Severe,44,9,0,5,215
9496,2025-02-16 18:19:41,2025-02-16 23:19:41,SkyHigh Airways,LAX,HKG,Cloudy,Severe,101,27,24,18,385
9497,2025-03-31 08:29:41,2025-03-31 11:29:41,SkyHigh Airways,SFO,SYD,Hazy,Medium,12,35,1,8,231
9498,2025-04-07 04:51:41,2025-04-07 05:51:41,EagleFly Express,ORD,FRA,Snowy,Medium,118,13,27,4,278
9499,2025-03-08 03:43:41,2025-03-08 06:43:41,CloudNine Aviation,HKG,SFO,Hot,Low,31,27,24,3,221
9500,2025-05-07 20:21:41,2025-05-07 23:21:41,SkyHigh Airways,HKG,HKG,Icy,High,24,24,38,20,227
9501,2025-03-06 04:58:41,2025-03-06 07:58:41,SkyHigh Airways,GRU,DXB,Snowy,Low,97,-3,46,4,293
9502,2025-08-02 23:07:41,2025-08-03 03:07:41,Sunset Skies Air,SYD,JFK,Icy,Low,47,32,6,23,208
9503,2025-08-17 21:54:41,2025-08-18 00:54:41,Sunset Skies Air,CDG,CDG,Windy,Low,22,11,30,21,237
9504,2025-01-26 06:46:41,2025-01-26 09:46:41,SkyHigh Airways,HKG,SFO,Windy,Low,106,-1,32,6,244
9505,2024-11-28 02:03:41,2024-11-28 03:03:41,BlueHorizon Airlines,GRU,HND,Stormy,Low,1,11,50,2,385
9506,2025-05-06 15:44:41,2025-05-06 19:44:41,Sunset Skies Air,HKG,GRU,Cloudy,Severe,75,9,0,15,177
9507,2024-12-25 19:00:41,2024-12-25 23:00:41,SkyHigh Airways,JFK,ORD,Windy,Low,41,3,13,19,347
9508,2025-08-10 21:26:41,2025-08-10 23:26:41,EagleFly Express,GRU,LHR,Hazy,Low,11,35,0,21,190
9509,2024-10-31 16:11:41,2024-10-31 21:11:41,EagleFly Express,GRU,JFK,Hot,Severe,15,17,15,16,205
9510,2024-11-08 11:53:41,2024-11-08 13:53:41,SkyHigh Airways,CPT,NRT,Hot,High,104,11,37,11,274
9511,2025-01-14 00:31:41,2025-01-14 04:31:41,BlueHorizon Airlines,FRA,HKG,Hazy,Severe,54,33,16,0,299
9512,2025-05-27 04:22:41,2025-05-27 06:22:41,CloudNine Aviation,JFK,HND,Snowy,Medium,24,38,34,4,174
9513,2024-11-14 00:02:41,2024-11-14 02:02:41,EagleFly Express,CDG,JFK,Windy,High,33,35,7,0,252
9514,2025-06-03 10:20:41,2025-06-03 12:20:41,EagleFly Express,SFO,LHR,Hot,Severe,40,20,49,10,250
9515,2025-07-01 15:33:41,2025-07-01 18:33:41,BlueHorizon Airlines,GRU,SCL,Hazy,High,56,30,13,15,254
9516,2025-04-07 10:08:41,2025-04-07 12:08:41,CloudNine Aviation,HKG,ORD,Sunny,Low,73,16,32,10,301
9517,2025-05-29 00:57:41,2025-05-29 04:57:41,BlueHorizon Airlines,SCL,SYD,Foggy,Severe,33,15,25,0,308
9518,2025-05-25 15:28:41,2025-05-25 19:28:41,Sunset Skies Air,CPT,LAX,Hazy,Severe,19,8,13,15,367
9519,2024-12-31 15:28:41,2024-12-31 19:28:41,EagleFly Express,JFK,JFK,Sunny,Medium,100,27,9,15,249
9520,2025-02-02 09:07:41,2025-02-02 12:07:41,BlueHorizon Airlines,HND,LAX,Hazy,High,84,22,49,9,304
9521,2025-06-17 08:34:41,2025-06-17 11:34:41,Sunset Skies Air,LHR,GRU,Stormy,Severe,57,-3,20,8,306
9522,2025-08-28 18:37:41,2025-08-28 22:37:41,SkyHigh Airways,SYD,SCL,Icy,High,29,10,0,18,233
9523,2025-02-05 20:53:41,2025-02-05 21:53:41,Sunset Skies Air,LHR,LAX,Cold,Low,106,-1,34,20,345
9524,2025-09-10 13:19:41,2025-09-10 18:19:41,EagleFly Express,SFO,CPT,Hot,Low,52,19,49,13,364
9525,2025-08-31 04:57:41,2025-08-31 05:57:41,JetStream Airlines,JFK,FRA,Cloudy,Severe,35,19,14,4,240
9526,2025-05-10 02:06:41,2025-05-10 03:06:41,EagleFly Express,GRU,SCL,Hazy,Medium,17,38,31,2,294
9527,2025-04-23 15:51:41,2025-04-23 16:51:41,SkyHigh Airways,HKG,SYD,Icy,Low,91,-3,22,15,300
9528,2025-06-08 07:59:41,2025-06-08 09:59:41,EagleFly Express,CDG,CPT,Hot,High,84,-6,36,7,170
9529,2025-02-07 16:39:41,2025-02-07 17:39:41,JetStream Airlines,HKG,JFK,Stormy,High,105,22,22,16,362
9530,2025-06-20 07:10:41,2025-06-20 08:10:41,CloudNine Aviation,NRT,ORD,Windy,Low,80,29,4,7,317
9531,2025-09-05 23:27:41,2025-09-06 02:27:41,Sunset Skies Air,NRT,SCL,Icy,Severe,60,7,49,23,348
9532,2024-10-01 23:40:41,2024-10-02 02:40:41,EagleFly Express,ORD,NRT,Cloudy,Severe,30,12,44,23,247
9533,2025-01-07 03:48:41,2025-01-07 07:48:41,EagleFly Express,NRT,NRT,Hot,Medium,10,16,11,3,274
9534,2024-11-30 21:11:41,2024-12-01 02:11:41,SkyHigh Airways,CPT,SCL,Icy,Low,95,-2,19,21,198
9535,2025-02-03 11:44:41,2025-02-03 13:44:41,EagleFly Express,HND,HKG,Foggy,Low,49,-6,8,11,247
9536,2025-03-08 06:10:41,2025-03-08 09:10:41,Sunset Skies Air,SYD,NRT,Stormy,High,68,24,16,6,258
9537,2025-04-17 05:48:41,2025-04-17 09:48:41,BlueHorizon Airlines,SYD,HKG,Cloudy,Severe,14,17,25,5,298
9538,2024-12-23 21:28:41,2024-12-24 02:28:41,BlueHorizon Airlines,SFO,SFO,Cloudy,Medium,61,28,33,21,197
9539,2025-07-15 00:34:41,2025-07-15 04:34:41,Sunset Skies Air,CPT,FRA,Sunny,Medium,88,3,47,0,352
9540,2024-10-26 11:33:41,2024-10-26 12:33:41,CloudNine Aviation,CDG,SYD,Snowy,High,43,27,7,11,325
9541,2025-02-12 09:19:41,2025-02-12 12:19:41,JetStream Airlines,CPT,SYD,Icy,Low,40,-3,8,9,212
9542,2025-08-02 00:00:41,2025-08-02 02:00:41,SkyHigh Airways,LHR,LHR,Hot,Severe,7,34,49,0,274
9543,2025-05-14 21:58:41,2025-05-15 00:58:41,EagleFly Express,JFK,DXB,Icy,High,114,33,34,21,271
9544,2025-03-14 09:40:41,2025-03-14 11:40:41,CloudNine Aviation,HND,HND,Foggy,Medium,49,6,27,9,271
9545,2024-12-14 09:13:41,2024-12-14 14:13:41,JetStream Airlines,FRA,JFK,Stormy,High,41,20,36,9,257
9546,2024-09-21 22:05:41,2024-09-21 23:05:41,SkyHigh Airways,ORD,CDG,Windy,Severe,69,0,31,22,208
9547,2025-04-25 11:35:41,2025-04-25 13:35:41,CloudNine Aviation,LAX,CDG,Hot,High,102,-4,14,11,240
9548,2025-08-08 18:22:41,2025-08-08 21:22:41,Sunset Skies Air,NRT,SYD,Foggy,Severe,40,40,19,18,247
9549,2025-05-19 16:41:41,2025-05-19 17:41:41,CloudNine Aviation,SYD,GRU,Sunny,High,3,38,3,16,209
9550,2025-07-21 06:36:41,2025-07-21 09:36:41,JetStream Airlines,LHR,LHR,Windy,Low,91,-7,21,6,302
9551,2025-01-28 14:07:41,2025-01-28 17:07:41,EagleFly Express,CPT,SYD,Windy,Low,13,-8,44,14,375
9552,2025-05-20 17:42:41,2025-05-20 22:42:41,BlueHorizon Airlines,SYD,ORD,Hazy,High,99,19,16,17,200
9553,2025-03-28 14:08:41,2025-03-28 18:08:41,Sunset Skies Air,GRU,DXB,Hot,High,112,22,48,14,266
9554,2024-12-18 06:11:41,2024-12-18 11:11:41,BlueHorizon Airlines,GRU,CDG,Icy,High,31,5,14,6,185
9555,2024-11-26 04:47:41,2024-11-26 09:47:41,EagleFly Express,HND,JFK,Windy,Low,96,33,3,4,362
9556,2024-11-12 20:21:41,2024-11-13 00:21:41,CloudNine Aviation,AMS,CDG,Cold,Low,83,-1,44,20,329
9557,2025-04-07 16:44:41,2025-04-07 21:44:41,Sunset Skies Air,SCL,JFK,Rainy,High,4,18,0,16,269
9558,2024-11-01 19:13:41,2024-11-01 21:13:41,BlueHorizon Airlines,FRA,NRT,Sunny,High,1,33,32,19,182
9559,2024-10-03 16:09:41,2024-10-03 20:09:41,SkyHigh Airways,NRT,ORD,Snowy,Low,99,-7,12,16,306
9560,2025-01-18 19:24:41,2025-01-19 00:24:41,CloudNine Aviation,SYD,ORD,Foggy,High,21,2,9,19,173
9561,2025-06-13 01:29:41,2025-06-13 02:29:41,BlueHorizon Airlines,LHR,CDG,Rainy,High,62,34,28,1,296
9562,2025-08-01 12:06:41,2025-08-01 13:06:41,CloudNine Aviation,ORD,HKG,Stormy,High,44,10,12,12,241
9563,2025-05-07 20:28:41,2025-05-07 21:28:41,CloudNine Aviation,SFO,SCL,Icy,Medium,78,34,0,20,214
9564,2025-03-20 22:01:41,2025-03-21 02:01:41,SkyHigh Airways,DXB,CDG,Snowy,Medium,75,40,49,22,333
9565,2024-09-20 07:21:41,2024-09-20 10:21:41,JetStream Airlines,CDG,SYD,Cloudy,Low,5,34,48,7,352
9566,2025-03-21 21:27:41,2025-03-22 00:27:41,SkyHigh Airways,NRT,GRU,Sunny,Medium,114,19,24,21,347
9567,2025-05-21 18:06:41,2025-05-21 22:06:41,EagleFly Express,HKG,AMS,Hot,Medium,41,39,5,18,189
9568,2024-10-26 08:17:41,2024-10-26 10:17:41,Sunset Skies Air,GRU,CDG,Rainy,High,51,25,9,8,372
9569,2025-01-25 21:24:41,2025-01-25 22:24:41,Sunset Skies Air,DXB,LAX,Rainy,Medium,102,-8,44,21,383
9570,2025-06-11 13:56:41,2025-06-11 18:56:41,Sunset Skies Air,AMS,ORD,Cloudy,Medium,37,30,10,13,251
9571,2024-09-30 01:53:41,2024-09-30 06:53:41,JetStream Airlines,GRU,SYD,Windy,Medium,35,30,26,1,273
9572,2025-07-02 05:53:41,2025-07-02 09:53:41,CloudNine Aviation,JFK,DXB,Foggy,Severe,39,24,28,5,278
9573,2025-03-14 00:47:41,2025-03-14 03:47:41,SkyHigh Airways,CDG,LAX,Cold,High,48,40,35,0,384
9574,2024-12-15 13:53:41,2024-12-15 18:53:41,SkyHigh Airways,LHR,SFO,Cloudy,Low,15,29,28,13,297
9575,2025-02-08 21:08:41,2025-02-09 01:08:41,JetStream Airlines,JFK,LAX,Rainy,Severe,77,10,0,21,184
9576,2025-05-10 16:47:41,2025-05-10 21:47:41,JetStream Airlines,SFO,GRU,Snowy,Medium,103,2,26,16,322
9577,2025-06-11 04:24:41,2025-06-11 06:24:41,EagleFly Express,DXB,SCL,Hot,Severe,101,16,42,4,382
9578,2024-12-20 15:48:41,2024-12-20 18:48:41,CloudNine Aviation,LAX,FRA,Cold,High,86,-1,18,15,357
9579,2025-01-24 18:00:41,2025-01-24 19:00:41,EagleFly Express,CDG,SYD,Stormy,Low,100,-10,29,18,268
9580,2025-02-02 04:50:41,2025-02-02 05:50:41,SkyHigh Airways,JFK,NRT,Sunny,Low,92,33,8,4,344
9581,2025-04-13 20:21:41,2025-04-14 00:21:41,Sunset Skies Air,SCL,SYD,Snowy,Medium,47,15,4,20,379
9582,2025-08-20 13:31:41,2025-08-20 17:31:41,SkyHigh Airways,CDG,LHR,Snowy,Low,61,31,18,13,198
9583,2024-11-23 04:38:41,2024-11-23 09:38:41,JetStream Airlines,HND,SYD,Hot,Severe,63,29,29,4,332
9584,2025-05-08 01:22:41,2025-05-08 02:22:41,EagleFly Express,AMS,CDG,Hot,Low,11,11,10,1,277
9585,2024-11-14 22:52:41,2024-11-15 02:52:41,BlueHorizon Airlines,HKG,SYD,Hot,Severe,58,6,8,22,310
9586,2025-06-23 21:50:41,2025-06-24 00:50:41,CloudNine Aviation,HND,DXB,Sunny,High,99,26,39,21,205
9587,2025-01-11 06:15:41,2025-01-11 09:15:41,CloudNine Aviation,LHR,LHR,Windy,High,84,15,16,6,367
9588,2025-02-18 16:45:41,2025-02-18 19:45:41,BlueHorizon Airlines,LHR,LHR,Sunny,High,118,32,12,16,369
9589,2025-08-11 09:16:41,2025-08-11 12:16:41,SkyHigh Airways,JFK,LHR,Icy,Medium,74,12,8,9,213
9590,2025-02-09 21:48:41,2025-02-10 02:48:41,JetStream Airlines,AMS,SFO,Foggy,High,59,6,33,21,268
9591,2025-04-17 14:59:41,2025-04-17 19:59:41,Sunset Skies Air,SYD,SYD,Cloudy,Medium,88,20,45,14,390
9592,2025-06-23 19:02:41,2025-06-23 23:02:41,JetStream Airlines,ORD,DXB,Hot,Severe,34,-9,20,19,326
9593,2024-10-01 13:50:41,2024-10-01 17:50:41,SkyHigh Airways,HKG,SCL,Hazy,High,42,27,46,13,305
9594,2025-05-25 03:31:41,2025-05-25 07:31:41,JetStream Airlines,AMS,AMS,Rainy,Medium,1,-2,49,3,383
9595,2024-11-10 11:54:41,2024-11-10 13:54:41,SkyHigh Airways,HKG,SCL,Snowy,Severe,38,19,39,11,204
9596,2025-03-13 11:59:41,2025-03-13 13:59:41,CloudNine Aviation,HND,SYD,Icy,High,45,37,4,11,369
9597,2025-05-03 21:40:41,2025-05-04 02:40:41,JetStream Airlines,SFO,SYD,Cloudy,Low,61,18,50,21,189
9598,2025-04-20 14:47:41,2025-04-20 16:47:41,BlueHorizon Airlines,CDG,HKG,Windy,Medium,92,23,14,14,271
9599,2024-12-19 05:11:41,2024-12-19 07:11:41,Sunset Skies Air,ORD,SFO,Snowy,Severe,52,33,32,5,321
9600,2025-06-08 20:42:41,2025-06-08 21:42:41,EagleFly Express,HND,SFO,Hazy,Low,34,24,50,20,278
9601,2025-04-01 01:16:41,2025-04-01 05:16:41,JetStream Airlines,FRA,LAX,Stormy,High,39,17,49,1,336
9602,2025-03-20 14:21:41,2025-03-20 16:21:41,SkyHigh Airways,AMS,CPT,Foggy,Low,67,0,46,14,307
9603,2025-07-27 12:59:41,2025-07-27 13:59:41,CloudNine Aviation,AMS,HND,Hot,Severe,55,24,40,12,231
9604,2024-10-25 14:49:41,2024-10-25 16:49:41,Sunset Skies Air,LHR,GRU,Rainy,High,43,15,20,14,218
9605,2025-04-29 22:40:41,2025-04-30 02:40:41,EagleFly Express,SFO,HKG,Stormy,High,66,33,17,22,238
9606,2025-02-07 03:47:41,2025-02-07 08:47:41,JetStream Airlines,JFK,LAX,Sunny,Severe,88,32,1,3,222
9607,2025-04-17 02:15:41,2025-04-17 03:15:41,EagleFly Express,NRT,NRT,Sunny,Medium,1,0,19,2,176
9608,2025-01-24 21:11:41,2025-01-24 23:11:41,Sunset Skies Air,ORD,CDG,Hazy,High,83,-3,1,21,387
9609,2025-08-26 00:06:41,2025-08-26 01:06:41,JetStream Airlines,HKG,CPT,Sunny,High,86,32,50,0,230
9610,2025-01-12 07:53:41,2025-01-12 11:53:41,Sunset Skies Air,DXB,LAX,Cloudy,Severe,117,12,36,7,290
9611,2025-08-17 00:21:41,2025-08-17 04:21:41,Sunset Skies Air,GRU,SYD,Hot,High,106,29,11,0,334
9612,2025-01-03 17:28:41,2025-01-03 18:28:41,JetStream Airlines,FRA,NRT,Stormy,Low,95,-7,13,17,243
9613,2025-04-26 10:27:41,2025-04-26 13:27:41,CloudNine Aviation,CPT,HKG,Stormy,Medium,57,27,27,10,268
9614,2024-11-20 01:30:41,2024-11-20 02:30:41,JetStream Airlines,LHR,HND,Cold,Severe,58,5,42,1,291
9615,2025-07-09 10:25:41,2025-07-09 15:25:41,SkyHigh Airways,CPT,FRA,Icy,Severe,36,-2,26,10,367
